STATION,DATE,HourlyDryBulbTemperature
72365623049,8/10/21 11:53,87
72365623049,8/10/21 12:53,88
72365623049,8/10/21 13:53,90
72365623049,8/10/21 14:53,87
72365623049,8/10/21 15:53,87
72365623049,8/10/21 16:27,81
72365623049,8/10/21 16:53,74
72365623049,8/10/21 17:53,76
72365623049,8/10/21 18:53,73
72365623049,8/10/21 19:53,72
72365623049,8/10/21 20:53,72
72365623049,8/10/21 21:53,71
72365623049,8/10/21 22:53,68
72365623049,8/10/21 23:53,71
72365623049,8/10/21 23:59,
72365623049,8/11/21 0:53,68
72365623049,8/11/21 1:53,70
72365623049,8/11/21 2:53,67
72365623049,8/11/21 3:53,67
72365623049,8/11/21 4:53,65
72365623049,8/11/21 5:53,66
72365623049,8/11/21 6:53,70
72365623049,8/11/21 7:53,70
72365623049,8/11/21 8:53,75
72365623049,8/11/21 9:53,79
72365623049,8/11/21 10:53,83
72365623049,8/11/21 11:53,89
72365623049,8/11/21 12:53,91
72365623049,8/11/21 13:53,91
72365623049,8/11/21 14:53,91
72365623049,8/11/21 15:27,87
72365623049,8/11/21 15:53,84
72365623049,8/11/21 16:53,87
72365623049,8/11/21 17:53,84
72365623049,8/11/21 18:53,80
72365623049,8/11/21 19:53,79
72365623049,8/11/21 20:53,70
72365623049,8/11/21 21:53,70
72365623049,8/11/21 22:53,67
72365623049,8/11/21 23:53,66
72365623049,8/11/21 23:59,
72365623049,8/12/21 0:53,66
72365623049,8/12/21 1:53,64
72365623049,8/12/21 2:53,60
72365623049,8/12/21 3:53,64
72365623049,8/12/21 4:53,57
72365623049,8/12/21 5:53,57
72365623049,8/12/21 6:53,64
72365623049,8/12/21 7:53,71
72365623049,8/12/21 8:53,74
72365623049,8/12/21 9:53,77
72365623049,8/12/21 10:53,82
72365623049,8/12/21 11:53,85
72365623049,8/12/21 12:53,88
72365623049,8/12/21 13:43,88
72365623049,8/12/21 13:53,89
72365623049,8/12/21 14:25,78
72365623049,8/12/21 14:40,76
72365623049,8/12/21 14:51,70
72365623049,8/12/21 14:53,69
72365623049,8/12/21 15:05,66
72365623049,8/12/21 15:53,70
72365623049,8/12/21 16:11,68
72365623049,8/12/21 16:53,71
72365623049,8/12/21 17:53,76
72365623049,8/12/21 18:53,72
72365623049,8/12/21 19:53,67
72365623049,8/12/21 20:53,64
72365623049,8/12/21 21:53,62
72365623049,8/12/21 22:53,61
72365623049,8/12/21 23:53,59
72365623049,8/12/21 23:59,
72365623049,8/13/21 0:53,57
72365623049,8/13/21 1:53,56
72365623049,8/13/21 2:53,57
72365623049,8/13/21 3:53,57
72365623049,8/13/21 4:53,55
72365623049,8/13/21 5:53,56
72365623049,8/13/21 6:53,62
72365623049,8/13/21 7:53,68
72365623049,8/13/21 8:53,72
72365623049,8/13/21 9:53,74
72365623049,8/13/21 10:53,77
72365623049,8/13/21 11:53,79
72365623049,8/13/21 12:53,80
72365623049,8/13/21 13:53,84
72365623049,8/13/21 14:53,83
72365623049,8/13/21 15:23,71
72365623049,8/13/21 15:31,70
72365623049,8/13/21 15:53,74
72365623049,8/13/21 16:53,75
72365623049,8/13/21 17:53,72
72365623049,8/13/21 18:53,66
72365623049,8/13/21 19:53,64
72365623049,8/13/21 20:53,63
72365623049,8/13/21 21:53,63
72365623049,8/13/21 22:53,62
72365623049,8/13/21 23:53,61
72365623049,8/13/21 23:59,
72365623049,8/14/21 0:53,61
72365623049,8/14/21 1:53,58
72365623049,8/14/21 2:53,57
72365623049,8/14/21 3:53,58
72365623049,8/14/21 4:53,57
72365623049,8/14/21 5:53,60
72365623049,8/14/21 6:53,65
72365623049,8/14/21 7:53,65
72365623049,8/14/21 8:53,70
72365623049,8/14/21 9:53,72
72365623049,8/14/21 10:53,76
72365623049,8/14/21 11:53,80
72365623049,8/14/21 12:53,80
72365623049,8/14/21 13:53,80
72365623049,8/14/21 14:53,80
72365623049,8/14/21 15:53,80
72365623049,8/14/21 16:53,79
72365623049,8/14/21 17:53,77
72365623049,8/14/21 18:53,73
72365623049,8/14/21 19:53,70
72365623049,8/14/21 20:53,68
72365623049,8/14/21 21:53,64
72365623049,8/14/21 22:53,61
72365623049,8/14/21 23:53,62
72365623049,8/14/21 23:59,
72365623049,8/15/21 0:53,60
72365623049,8/15/21 1:53,57
72365623049,8/15/21 2:53,58
72365623049,8/15/21 3:53,55
72365623049,8/15/21 4:53,57
72365623049,8/15/21 5:53,55
72365623049,8/15/21 6:53,61
72365623049,8/15/21 7:53,67
72365623049,8/15/21 8:53,72
72365623049,8/15/21 9:53,76
72365623049,8/15/21 10:53,79
72365623049,8/15/21 11:53,81
72365623049,8/15/21 12:53,85
72365623049,8/15/21 13:53,85
72365623049,8/15/21 14:53,85
72365623049,8/15/21 15:53,82
72365623049,8/15/21 16:53,81
72365623049,8/15/21 17:37,79
72365623049,8/15/21 17:47,70
72365623049,8/15/21 17:48,68
72365623049,8/15/21 17:55,65
72365623049,8/15/21 18:08,64
72365623049,8/15/21 18:51,66
72365623049,8/15/21 18:53,66
72365623049,8/15/21 19:08,67
72365623049,8/15/21 19:23,64
72365623049,8/15/21 19:53,61
72365623049,8/15/21 20:53,61
72365623049,8/15/21 21:53,61
72365623049,8/15/21 22:53,61
72365623049,8/15/21 23:53,61
72365623049,8/15/21 23:59,
72365623049,8/16/21 0:53,62
72365623049,8/16/21 1:53,60
72365623049,8/16/21 2:53,60
72365623049,8/16/21 3:53,59
72365623049,8/16/21 4:53,58
72365623049,8/16/21 5:53,57
72365623049,8/16/21 6:53,61
72365623049,8/16/21 7:53,69
72365623049,8/16/21 8:53,68
72365623049,8/16/21 9:53,71
72365623049,8/16/21 10:53,77
72365623049,8/16/21 11:53,80
72365623049,8/16/21 12:53,79
72365623049,8/16/21 13:25,82
72365623049,8/16/21 13:53,79
72365623049,8/16/21 14:53,81
72365623049,8/16/21 15:53,79
72365623049,8/16/21 16:00,79
72365623049,8/16/21 16:53,80
72365623049,8/16/21 17:38,77
72365623049,8/16/21 17:53,76
72365623049,8/16/21 18:08,75
72365623049,8/16/21 18:53,71
72365623049,8/16/21 19:53,69
72365623049,8/16/21 20:53,67
72365623049,8/16/21 21:53,64
72365623049,8/16/21 22:53,62
72365623049,8/16/21 23:53,60
72365623049,8/16/21 23:59,
72365623049,8/17/21 0:53,59
72365623049,8/17/21 1:53,56
72365623049,8/17/21 2:53,53
72365623049,8/17/21 3:53,51
72365623049,8/17/21 4:53,53
72365623049,8/17/21 5:53,53
72365623049,8/17/21 6:53,58
72365623049,8/17/21 7:53,64
72365623049,8/17/21 8:53,70
72365623049,8/17/21 9:53,75
72365623049,8/17/21 10:53,81
72365623049,8/17/21 11:53,84
72365623049,8/17/21 12:53,86
72365623049,8/17/21 13:53,86
72365623049,8/17/21 14:53,86
72365623049,8/17/21 15:53,86
72365623049,8/17/21 16:53,85
72365623049,8/17/21 17:53,83
72365623049,8/17/21 18:53,78
72365623049,8/17/21 19:53,74
72365623049,8/17/21 20:53,73
72365623049,8/17/21 21:53,70
72365623049,8/17/21 22:53,69
72365623049,8/17/21 23:53,68
72365623049,8/17/21 23:59,
72365623049,8/18/21 0:53,65
72365623049,8/18/21 1:53,64
72365623049,8/18/21 2:53,62
72365623049,8/18/21 3:53,61
72365623049,8/18/21 4:53,56
72365623049,8/18/21 5:53,60
72365623049,8/18/21 6:53,65
72365623049,8/18/21 7:53,69
72365623049,8/18/21 8:53,73
72365623049,8/18/21 9:53,76
72365623049,8/18/21 10:53,80
72365623049,8/18/21 11:53,83
72365623049,8/18/21 12:53,86
72365623049,8/18/21 13:53,87
72365623049,8/18/21 14:53,86
72365623049,8/18/21 15:53,88
72365623049,8/18/21 16:53,82
72365623049,8/18/21 17:53,69
72365623049,8/18/21 18:53,67
72365623049,8/18/21 19:53,67
72365623049,8/18/21 20:53,65
72365623049,8/18/21 21:53,66
72365623049,8/18/21 22:53,63
72365623049,8/18/21 23:53,64
72365623049,8/18/21 23:59,
72365623049,8/19/21 0:53,62
72365623049,8/19/21 1:53,62
72365623049,8/19/21 2:53,61
72365623049,8/19/21 3:53,60
72365623049,8/19/21 4:53,56
72365623049,8/19/21 5:53,57
72365623049,8/19/21 6:53,63
72365623049,8/19/21 7:53,70
72365623049,8/19/21 8:53,73
72365623049,8/19/21 9:53,76
72365623049,8/19/21 10:53,77
72365623049,8/19/21 11:53,80
72365623049,8/19/21 12:53,78
72365623049,8/19/21 13:53,80
72365623049,8/19/21 14:53,82
72365623049,8/19/21 15:53,82
72365623049,8/19/21 16:53,80
72365623049,8/19/21 17:53,79
72365623049,8/19/21 18:53,72
72365623049,8/19/21 19:53,72
72365623049,8/19/21 20:53,71
72365623049,8/19/21 21:53,70
72365623049,8/19/21 22:53,67
72365623049,8/19/21 23:53,64
72365623049,8/19/21 23:59,
72365623049,8/20/21 0:53,66
72365623049,8/20/21 1:53,64
72365623049,8/20/21 2:53,62
72365623049,8/20/21 3:53,61
72365623049,8/20/21 4:53,59
72365623049,8/20/21 5:53,58
72365623049,8/20/21 6:53,66
72365623049,8/20/21 7:53,70
72365623049,8/20/21 8:53,72
72365623049,8/20/21 9:53,76
72365623049,8/20/21 10:53,78
72365623049,8/20/21 11:40,79
72365623049,8/20/21 11:53,81
72365623049,8/20/21 12:53,82
72365623049,8/20/21 13:53,84
72365623049,8/20/21 14:53,83
72365623049,8/20/21 15:53,87
72365623049,8/20/21 16:18,85
72365623049,8/20/21 16:53,83
72365623049,8/20/21 17:53,82
72365623049,8/20/21 18:53,74
72365623049,8/20/21 19:53,69
72365623049,8/20/21 20:53,65
72365623049,8/20/21 21:53,63
72365623049,8/20/21 22:53,61
72365623049,8/20/21 23:53,60
72365623049,8/20/21 23:59,
72365623049,8/21/21 0:53,59
72365623049,8/21/21 1:53,60
72365623049,8/21/21 2:53,60
72365623049,8/21/21 3:53,59
72365623049,8/21/21 4:53,57
72365623049,8/21/21 5:53,56
72365623049,8/21/21 6:53,62
72365623049,8/21/21 7:53,69
72365623049,8/21/21 8:53,74
72365623049,8/21/21 9:53,75
72365623049,8/21/21 10:53,80
72365623049,8/21/21 11:53,81
72365623049,8/21/21 12:53,81
72365623049,8/21/21 13:53,82
72365623049,8/21/21 14:53,83
72365623049,8/21/21 15:53,85
72365623049,8/21/21 16:53,82
72365623049,8/21/21 17:53,82
72365623049,8/21/21 18:53,80
72365623049,8/21/21 19:53,76
72365623049,8/21/21 20:53,73
72365623049,8/21/21 21:53,72
72365623049,8/21/21 22:53,72
72365623049,8/21/21 23:53,71
72365623049,8/21/21 23:59,
72365623049,8/22/21 0:53,69
72365623049,8/22/21 1:53,65
72365623049,8/22/21 2:53,62
72365623049,8/22/21 3:53,59
72365623049,8/22/21 4:53,59
72365623049,8/22/21 5:53,59
72365623049,8/22/21 6:53,67
72365623049,8/22/21 7:53,72
72365623049,8/22/21 8:53,76
