"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMIN","TOBS"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-06","68","33","53"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-07","64","27","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-08","60","33","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-09","66","42","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-10","71","33","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-11","74","41","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-12","74","38","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-13","73","36","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-14","77","40","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-15","78","37","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-16","79","34","63"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-17","78","40","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-18","76","39","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-19","70","37","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-20","61","27","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-21","71","27","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-22","75","37","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-23","77","35","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-24","77","37","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-25","67","46","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-26","72","40","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-27","73","40","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-28","73","44","53"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-29","73","37","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-30","74","36","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-10-31","73","40","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-01","64","37","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-02","68","31","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-03","64","33","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-04","60","34","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-05","58","42","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-06","59","39","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-07","62","36","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-08","60","30","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-09","60","27","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-10","55","26","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-11","59","32","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-12","56","27","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-13","59","28","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-14","62","27","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-15","69","30","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-16","63","34","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-17","55","33","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-18","47","24","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-19","52","18","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-20","59","29","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-21","56","37","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-22","47","32","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-23","50","23","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-24","48","23","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-25","49","17","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-26","48","21","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-27","44","33","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-28","37","19","21"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-29","35","18","20"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-11-30","34","8","24"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-01","39","15","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-02","44","20","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-03","44","22","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-04","44","19","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-05","51","14","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-06","37","24","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-07","41","17","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-08","32","13","15"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-09","44","14","22"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-10","48","19","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-11","55","24","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-12","51","21","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-13","53","30","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-14","56","26","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-15","57","25","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-16","52","34","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-17","44","27",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-18","33","10","19"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-19","36","8","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-20","45","16","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-21","56","17","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-22","43","29","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-23","42","30","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-24","50","25","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-25","44","20","21"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-26","35","19","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-27","47","24","25"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-28","46","15","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-29","40","21","24"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-30","44","14","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2016-12-31","44","17","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-01","45","28","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-02","40","22","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-03","44","23","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-04","47","22","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-05","46","25","25"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-06","25","5","11"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-07","35","-1","16"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-08","49","13","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-09","49","28","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-10","51","28","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-11","51","31","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-12","53","23","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-13","53","36","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-14","52","36","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-15","42","32","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-16","36","30","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-17","43","29","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-18","41","24","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-19","42","28","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-20","42","28","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-21","37","28","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-22","39","21","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-23","51","26","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-24","43","25","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-25","31","11","19"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-26","28","8","21"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-27","28","9","20"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-28","39","15","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-29","48","20","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-30","51","22","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-01-31","54","24","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-01","58","28","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-02","52","24","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-03","54","23","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-04","56","22","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-05","58","25","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-06","51","27","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-07","55","30","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-08","57","28","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-09","63","26","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-10","67","32","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-11","64","33","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-12","49","38","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-13","40","23","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-14","42","28","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-15","49","24","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-16","57","25","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-17","55","24","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-18","60","28","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-19","50","30","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-20","55","28","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-21","63","32","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-22","58","31","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-23","48","33","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-24","39","15","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-25","44","9","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-26","42","18","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-27","51","18","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-02-28","44","35","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-01","44","25","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-02","53","15","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-03","55","19","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-04","61","28","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-05","62","27","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-06","49","31","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-07","51","23","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-08","64","25","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-09","68","29","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-10","69","27","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-11","68","30","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-12","65","27","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-13","63","25","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-14","70","27","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-15","73","38","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-16","72","32","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-17","71","41","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-18","75","35","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-19","76","35","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-20","76","29","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-21","74","37","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-22","76","43","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-23","67","31",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-24","57","31","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-25","62","26","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-26","60","31","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-27","63","28","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-28","52","32","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-29","55","34","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-30","64","26","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-03-31","63","38","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-01","50","26","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-02","56","26","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-03","59","28","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-04","46","29","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-05","54","19","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-06","66","26","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-07","71","35","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-08","71","38","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-09","61","32","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-10","61","30","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-11","68","33","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-12","69","48","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-13","74","36","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-14","74","38","71"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-15","72","33","68"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-16","74","42","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-17","75","35","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-18","76","37","53"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-19","75","35","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-20","68","34","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-21","69","31","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-22","60","35","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-23","71","35","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-24","74","37","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-25","62","39","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-26","59","30","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-27","62","37","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-28","46","31","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-29","36","28","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-04-30","57","25","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-01","67","29","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-02","74","33","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-03","71","33","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-04","79","33","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-05","80","43","67"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-06","77","54","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-07",,,
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-08","76","51","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-09","66","48","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-10","56","36","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-11","68","39","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-12","73","37","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-13","79","46","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-14","76","42","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-15","77","40","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-16","66","38","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-17","66","36","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-18","60","36","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-19","58","34","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-20","66","25","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-21","74","34","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-22","75","36","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-23","69","43","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-24","83","37","66"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-25","81","43","67"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-26","78","38","70"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-27","78","35","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-28","75","35","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-29","76","53","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-30","78","49","63"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-05-31","72","49","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-01","78","44","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-02","80","46","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-03","78","46","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-04","83","52","69"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-05","87","54","67"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-06","84","46","67"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-07","83","53","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-08","84","49","69"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-09","88","47","63"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-10","89","49","74"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-11","84","47","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-12","85","47","78"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-13","80","40","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-14","85","49","64"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-15","91","47","72"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-16","92","44","70"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-17","96","49","85"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-18","89","49","73"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-19","91","55","76"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-20","96","66","82"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-21","96","65","74"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-22","93","66","81"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-23","90","53","70"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-24","82","60","66"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-25","87","59","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-26","81","58","68"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-27","90","47","72"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-28","91","49","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-29","91","48","77"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-06-30","88","47","73"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-01","83","59","70"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-02","91","52","76"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-03","91","56","75"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-04","94","56","75"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-05","89","61","73"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-06","93","58","78"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-07","90","60","78"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-08","91","60","72"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-09","91","53","71"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-10","92","52","76"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2017-07-11","92","56","78"
