STATION,DATE,REPORT_TYPE,SOURCE,HourlyDryBulbTemperature
72365623049,2015-06-04T21:53:00,FM-15,7,65
72365623049,2015-06-04T22:53:00,FM-15,7,68
72365623049,2015-06-04T23:53:00,FM-15,7,67
72365623049,2015-06-04T23:59:00,SOD  ,6,
72365623049,2015-06-05T00:53:00,FM-15,7,67
72365623049,2015-06-05T01:53:00,FM-15,7,65
72365623049,2015-06-05T02:53:00,FM-15,7,66
72365623049,2015-06-05T03:53:00,FM-15,7,62
72365623049,2015-06-05T04:53:00,FM-15,7,61
72365623049,2015-06-05T05:53:00,FM-15,7,65
72365623049,2015-06-05T06:53:00,FM-15,7,67
72365623049,2015-06-05T07:53:00,FM-15,7,68
72365623049,2015-06-05T08:53:00,FM-15,7,70
72365623049,2015-06-05T09:53:00,FM-15,7,72
72365623049,2015-06-05T10:53:00,FM-15,7,74
72365623049,2015-06-05T11:53:00,FM-15,7,74
72365623049,2015-06-05T12:53:00,FM-15,7,75
72365623049,2015-06-05T13:53:00,FM-15,7,75
72365623049,2015-06-05T14:53:00,FM-15,7,78
72365623049,2015-06-05T15:53:00,FM-15,7,77
72365623049,2015-06-05T16:53:00,FM-15,7,73
72365623049,2015-06-05T17:53:00,FM-15,7,73
72365623049,2015-06-05T18:53:00,FM-15,7,71
72365623049,2015-06-05T19:53:00,FM-15,7,69
72365623049,2015-06-05T20:53:00,FM-15,7,66
72365623049,2015-06-05T21:53:00,FM-15,7,64
72365623049,2015-06-05T22:53:00,FM-15,7,62
72365623049,2015-06-05T23:53:00,FM-15,7,62
72365623049,2015-06-05T23:59:00,SOD  ,6,
72365623049,2015-06-06T00:53:00,FM-15,7,64
72365623049,2015-06-06T01:53:00,FM-15,7,64
72365623049,2015-06-06T02:53:00,FM-15,7,62
72365623049,2015-06-06T03:53:00,FM-15,7,61
72365623049,2015-06-06T04:53:00,FM-15,7,62
72365623049,2015-06-06T05:53:00,FM-15,7,62
72365623049,2015-06-06T06:53:00,FM-15,7,64
72365623049,2015-06-06T07:53:00,FM-15,7,67
72365623049,2015-06-06T08:53:00,FM-15,7,72
72365623049,2015-06-06T09:53:00,FM-15,7,76
72365623049,2015-06-06T10:53:00,FM-15,7,80
72365623049,2015-06-06T11:00:00,FM-16,7,77
72365623049,2015-06-06T11:53:00,FM-15,7,81
72365623049,2015-06-06T12:04:00,FM-16,7,81
72365623049,2015-06-06T12:19:00,FM-16,7,80
72365623049,2015-06-06T12:26:00,FM-16,7,81
72365623049,2015-06-06T12:37:00,FM-16,7,79
72365623049,2015-06-06T12:53:00,FM-15,7,80
72365623049,2015-06-06T13:45:00,FM-16,7,71
72365623049,2015-06-06T13:51:00,FM-16,6,72
72365623049,2015-06-06T13:53:00,FM-15,7,72
72365623049,2015-06-06T14:00:00,FM-16,7,74
72365623049,2015-06-06T14:11:00,FM-16,7,78
72365623049,2015-06-06T14:53:00,FM-15,7,81
72365623049,2015-06-06T15:53:00,FM-15,7,83
72365623049,2015-06-06T16:53:00,FM-15,7,82
72365623049,2015-06-06T17:53:00,FM-15,7,80
72365623049,2015-06-06T18:53:00,FM-15,7,66
72365623049,2015-06-06T19:53:00,FM-15,7,65
72365623049,2015-06-06T20:53:00,FM-15,7,64
72365623049,2015-06-06T21:53:00,FM-15,7,61
72365623049,2015-06-06T22:53:00,FM-15,7,58
72365623049,2015-06-06T23:53:00,FM-15,7,56
72365623049,2015-06-06T23:59:00,SOD  ,6,
72365623049,2015-06-07T00:53:00,FM-15,7,54
72365623049,2015-06-07T01:53:00,FM-15,7,53
72365623049,2015-06-07T02:53:00,FM-15,7,53
72365623049,2015-06-07T03:53:00,FM-15,7,53
72365623049,2015-06-07T04:53:00,FM-15,7,53
72365623049,2015-06-07T05:53:00,FM-15,7,55
72365623049,2015-06-07T06:53:00,FM-15,7,62
72365623049,2015-06-07T07:53:00,FM-15,7,67
72365623049,2015-06-07T08:53:00,FM-15,7,70
72365623049,2015-06-07T09:53:00,FM-15,7,74
72365623049,2015-06-07T10:53:00,FM-15,7,77
72365623049,2015-06-07T11:53:00,FM-15,7,81
72365623049,2015-06-07T12:15:00,FM-16,7,83
72365623049,2015-06-07T12:41:00,FM-16,7,83
72365623049,2015-06-07T12:53:00,FM-15,7,82
72365623049,2015-06-07T13:13:00,FM-16,7,79
72365623049,2015-06-07T13:53:00,FM-15,7,68
72365623049,2015-06-07T14:10:00,FM-16,7,75
72365623049,2015-06-07T14:28:00,FM-16,7,78
72365623049,2015-06-07T14:53:00,FM-15,7,82
72365623049,2015-06-07T15:53:00,FM-15,7,77
72365623049,2015-06-07T16:12:00,FM-16,7,75
72365623049,2015-06-07T16:53:00,FM-15,7,76
72365623049,2015-06-07T17:53:00,FM-15,7,74
72365623049,2015-06-07T18:53:00,FM-15,7,71
72365623049,2015-06-07T19:53:00,FM-15,7,65
72365623049,2015-06-07T20:53:00,FM-15,7,64
72365623049,2015-06-07T21:53:00,FM-15,7,65
72365623049,2015-06-07T22:53:00,FM-15,7,61
72365623049,2015-06-07T23:53:00,FM-15,7,56
72365623049,2015-06-07T23:59:00,SOD  ,6,
72365623049,2015-06-08T00:53:00,FM-15,7,63
72365623049,2015-06-08T01:53:00,FM-15,7,58
72365623049,2015-06-08T02:53:00,FM-15,7,55
72365623049,2015-06-08T03:53:00,FM-15,7,53
72365623049,2015-06-08T04:53:00,FM-15,7,53
72365623049,2015-06-08T05:53:00,FM-15,7,58
72365623049,2015-06-08T06:53:00,FM-15,7,60
72365623049,2015-06-08T07:53:00,FM-15,7,65
72365623049,2015-06-08T08:53:00,FM-15,7,71
72365623049,2015-06-08T09:53:00,FM-15,7,73
72365623049,2015-06-08T10:53:00,FM-15,7,77
72365623049,2015-06-08T11:53:00,FM-15,7,81
72365623049,2015-06-08T12:53:00,FM-15,7,84
72365623049,2015-06-08T13:53:00,FM-15,7,86
72365623049,2015-06-08T14:53:00,FM-15,7,84
72365623049,2015-06-08T15:53:00,FM-15,7,86
72365623049,2015-06-08T16:53:00,FM-15,7,86
72365623049,2015-06-08T17:53:00,FM-15,7,80
72365623049,2015-06-08T18:07:00,FM-16,7,77
72365623049,2015-06-08T18:53:00,FM-15,7,75
72365623049,2015-06-08T19:53:00,FM-15,7,72
72365623049,2015-06-08T20:53:00,FM-15,7,69
72365623049,2015-06-08T21:53:00,FM-15,7,68
72365623049,2015-06-08T22:53:00,FM-15,7,67
72365623049,2015-06-08T23:53:00,FM-15,7,66
72365623049,2015-06-08T23:59:00,SOD  ,6,
72365623049,2015-06-09T00:53:00,FM-15,7,65
72365623049,2015-06-09T01:53:00,FM-15,7,62
72365623049,2015-06-09T02:53:00,FM-15,7,61
72365623049,2015-06-09T03:53:00,FM-15,7,60
72365623049,2015-06-09T04:53:00,FM-15,7,60
72365623049,2015-06-09T05:53:00,FM-15,7,62
72365623049,2015-06-09T06:53:00,FM-15,7,67
72365623049,2015-06-09T07:53:00,FM-15,7,70
72365623049,2015-06-09T08:53:00,FM-15,7,73
72365623049,2015-06-09T09:53:00,FM-15,7,79
72365623049,2015-06-09T10:53:00,FM-15,7,80
72365623049,2015-06-09T11:53:00,FM-15,7,81
72365623049,2015-06-09T12:53:00,FM-15,7,83
72365623049,2015-06-09T13:53:00,FM-15,7,81
72365623049,2015-06-09T14:53:00,FM-15,7,80
72365623049,2015-06-09T15:53:00,FM-15,7,76
72365623049,2015-06-09T16:53:00,FM-15,7,75
72365623049,2015-06-09T17:53:00,FM-15,7,73
72365623049,2015-06-09T18:53:00,FM-15,7,69
72365623049,2015-06-09T19:53:00,FM-15,7,69
72365623049,2015-06-09T20:53:00,FM-15,7,67
72365623049,2015-06-09T21:53:00,FM-15,7,65
72365623049,2015-06-09T22:53:00,FM-15,7,65
72365623049,2015-06-09T23:53:00,FM-15,7,63
72365623049,2015-06-09T23:59:00,SOD  ,6,
72365623049,2015-06-10T00:53:00,FM-15,7,64
72365623049,2015-06-10T01:53:00,FM-15,7,61
72365623049,2015-06-10T02:53:00,FM-15,7,61
72365623049,2015-06-10T03:53:00,FM-15,7,60
72365623049,2015-06-10T04:25:00,FM-16,7,60
72365623049,2015-06-10T04:38:00,FM-16,7,60
72365623049,2015-06-10T04:53:00,FM-15,7,60
72365623049,2015-06-10T05:53:00,FM-15,7,60
72365623049,2015-06-10T06:53:00,FM-15,7,62
72365623049,2015-06-10T07:53:00,FM-15,7,64
72365623049,2015-06-10T08:53:00,FM-15,7,67
72365623049,2015-06-10T09:53:00,FM-15,7,72
72365623049,2015-06-10T10:53:00,FM-15,7,77
72365623049,2015-06-10T11:53:00,FM-15,7,80
72365623049,2015-06-10T12:53:00,FM-15,7,78
72365623049,2015-06-10T13:01:00,FM-16,7,77
72365623049,2015-06-10T13:16:00,FM-16,7,66
72365623049,2015-06-10T13:49:00,FM-16,7,64
72365623049,2015-06-10T13:53:00,FM-15,7,65
72365623049,2015-06-10T14:08:00,FM-16,7,65
72365623049,2015-06-10T14:28:00,FM-16,7,65
72365623049,2015-06-10T14:43:00,FM-16,7,65
72365623049,2015-06-10T14:53:00,FM-15,7,67
72365623049,2015-06-10T15:53:00,FM-15,7,72
72365623049,2015-06-10T16:53:00,FM-15,7,76
72365623049,2015-06-10T17:53:00,FM-15,7,72
72365623049,2015-06-10T18:53:00,FM-15,7,71
72365623049,2015-06-10T19:53:00,FM-15,7,64
72365623049,2015-06-10T20:53:00,FM-15,7,63
72365623049,2015-06-10T21:53:00,FM-15,7,62
72365623049,2015-06-10T22:53:00,FM-15,7,60
72365623049,2015-06-10T23:53:00,FM-15,7,60
72365623049,2015-06-10T23:59:00,SOD  ,6,
72365623049,2015-06-11T00:53:00,FM-15,7,60
72365623049,2015-06-11T01:53:00,FM-15,7,58
72365623049,2015-06-11T02:53:00,FM-15,7,58
72365623049,2015-06-11T03:53:00,FM-15,7,57
72365623049,2015-06-11T04:53:00,FM-15,7,56
72365623049,2015-06-11T05:53:00,FM-15,7,60
72365623049,2015-06-11T06:53:00,FM-15,7,68
72365623049,2015-06-11T07:53:00,FM-15,7,70
72365623049,2015-06-11T08:53:00,FM-15,7,74
72365623049,2015-06-11T09:53:00,FM-15,7,76
72365623049,2015-06-11T10:53:00,FM-15,7,78
72365623049,2015-06-11T11:53:00,FM-15,7,79
72365623049,2015-06-11T12:53:00,FM-15,7,82
72365623049,2015-06-11T13:53:00,FM-15,7,83
72365623049,2015-06-11T14:53:00,FM-15,7,82
72365623049,2015-06-11T15:53:00,FM-15,7,85
72365623049,2015-06-11T16:53:00,FM-15,7,85
72365623049,2015-06-11T17:53:00,FM-15,7,82
72365623049,2015-06-11T18:37:00,FM-16,7,71
72365623049,2015-06-11T18:53:00,FM-15,7,69
72365623049,2015-06-11T19:53:00,FM-15,7,67
72365623049,2015-06-11T20:53:00,FM-15,7,65
72365623049,2015-06-11T21:53:00,FM-15,7,64
72365623049,2015-06-11T22:53:00,FM-15,7,65
72365623049,2015-06-11T23:53:00,FM-15,7,64
72365623049,2015-06-11T23:59:00,SOD  ,6,
72365623049,2015-06-12T00:53:00,FM-15,7,61
72365623049,2015-06-12T01:53:00,FM-15,7,56
72365623049,2015-06-12T02:53:00,FM-15,7,55
72365623049,2015-06-12T03:53:00,FM-15,7,52
72365623049,2015-06-12T04:53:00,FM-15,7,48
72365623049,2015-06-12T05:53:00,FM-15,7,56
72365623049,2015-06-12T06:53:00,FM-15,7,58
72365623049,2015-06-12T07:53:00,FM-15,7,63
72365623049,2015-06-12T08:53:00,FM-15,7,66
72365623049,2015-06-12T09:53:00,FM-15,7,67
72365623049,2015-06-12T10:53:00,FM-15,7,71
72365623049,2015-06-12T11:53:00,FM-15,7,73
72365623049,2015-06-12T12:53:00,FM-15,7,76
72365623049,2015-06-12T13:53:00,FM-15,7,79
72365623049,2015-06-12T14:53:00,FM-15,7,82
72365623049,2015-06-12T15:05:00,FM-16,7,78
72365623049,2015-06-12T15:53:00,FM-15,7,79
72365623049,2015-06-12T16:53:00,FM-15,7,78
72365623049,2015-06-12T17:53:00,FM-15,7,77
72365623049,2015-06-12T18:53:00,FM-15,7,74
72365623049,2015-06-12T19:53:00,FM-15,7,70
72365623049,2015-06-12T20:53:00,FM-15,7,70
72365623049,2015-06-12T21:53:00,FM-15,7,69
72365623049,2015-06-12T22:53:00,FM-15,7,65
72365623049,2015-06-12T23:53:00,FM-15,7,63
72365623049,2015-06-12T23:59:00,SOD  ,6,
72365623049,2015-06-13T00:51:00,FM-16,6,63
72365623049,2015-06-13T00:53:00,FM-15,7,62
72365623049,2015-06-13T01:10:00,FM-16,7,62
72365623049,2015-06-13T01:16:00,FM-16,7,62
72365623049,2015-06-13T01:41:00,FM-16,7,60
72365623049,2015-06-13T01:53:00,FM-15,7,59
72365623049,2015-06-13T02:00:00,FM-16,7,59
72365623049,2015-06-13T02:53:00,FM-15,7,59
72365623049,2015-06-13T03:53:00,FM-15,7,59
72365623049,2015-06-13T04:53:00,FM-15,7,59
72365623049,2015-06-13T05:53:00,FM-15,7,59
72365623049,2015-06-13T06:53:00,FM-15,7,67
72365623049,2015-06-13T07:53:00,FM-15,7,67
72365623049,2015-06-13T08:53:00,FM-15,7,70
72365623049,2015-06-13T09:19:00,FM-16,7,68
72365623049,2015-06-13T09:34:00,FM-16,7,67
72365623049,2015-06-13T09:51:00,FM-16,6,64
72365623049,2015-06-13T09:53:00,FM-15,7,65
72365623049,2015-06-13T10:10:00,FM-16,7,66
72365623049,2015-06-13T10:53:00,FM-15,7,67
72365623049,2015-06-13T11:00:00,FM-16,7,68
72365623049,2015-06-13T11:53:00,FM-15,7,58
72365623049,2015-06-13T12:53:00,FM-15,7,64
72365623049,2015-06-13T13:53:00,FM-15,7,68
72365623049,2015-06-13T14:53:00,FM-15,7,70
72365623049,2015-06-13T15:53:00,FM-15,7,69
72365623049,2015-06-13T16:53:00,FM-15,7,67
72365623049,2015-06-13T17:53:00,FM-15,7,69
72365623049,2015-06-13T18:53:00,FM-15,7,61
72365623049,2015-06-13T19:53:00,FM-15,7,58
72365623049,2015-06-13T20:53:00,FM-15,7,56
72365623049,2015-06-13T21:53:00,FM-15,7,55
72365623049,2015-06-13T22:53:00,FM-15,7,53
72365623049,2015-06-13T23:53:00,FM-15,7,54
72365623049,2015-06-13T23:59:00,SOD  ,6,
72365623049,2015-06-14T00:53:00,FM-15,7,51
72365623049,2015-06-14T01:53:00,FM-15,7,52
72365623049,2015-06-14T02:53:00,FM-15,7,51
72365623049,2015-06-14T03:53:00,FM-15,7,51
72365623049,2015-06-14T04:53:00,FM-15,7,51
72365623049,2015-06-14T05:53:00,FM-15,7,54
72365623049,2015-06-14T06:53:00,FM-15,7,59
72365623049,2015-06-14T07:53:00,FM-15,7,65
72365623049,2015-06-14T08:53:00,FM-15,7,69
72365623049,2015-06-14T09:53:00,FM-15,7,71
72365623049,2015-06-14T10:53:00,FM-15,7,77
72365623049,2015-06-14T11:53:00,FM-15,7,78
72365623049,2015-06-14T12:53:00,FM-15,7,78
72365623049,2015-06-14T13:53:00,FM-15,7,79
72365623049,2015-06-14T14:53:00,FM-15,7,80
72365623049,2015-06-14T15:53:00,FM-15,7,78
72365623049,2015-06-14T16:53:00,FM-15,7,79
72365623049,2015-06-14T17:53:00,FM-15,7,78
72365623049,2015-06-14T18:53:00,FM-15,7,75
72365623049,2015-06-14T19:15:00,FM-16,7,68
72365623049,2015-06-14T19:53:00,FM-15,7,66
72365623049,2015-06-14T20:53:00,FM-15,7,64
72365623049,2015-06-14T21:53:00,FM-15,7,64
72365623049,2015-06-14T22:53:00,FM-15,7,61
72365623049,2015-06-14T23:53:00,FM-15,7,60
72365623049,2015-06-14T23:59:00,SOD  ,6,
72365623049,2015-06-15T00:53:00,FM-15,7,57
72365623049,2015-06-15T01:53:00,FM-15,7,55
72365623049,2015-06-15T02:53:00,FM-15,7,54
72365623049,2015-06-15T03:53:00,FM-15,7,52
72365623049,2015-06-15T04:53:00,FM-15,7,51
72365623049,2015-06-15T05:53:00,FM-15,7,56
72365623049,2015-06-15T06:53:00,FM-15,7,61
72365623049,2015-06-15T07:53:00,FM-15,7,66
72365623049,2015-06-15T08:53:00,FM-15,7,70
72365623049,2015-06-15T09:53:00,FM-15,7,74
72365623049,2015-06-15T10:53:00,FM-15,7,77
72365623049,2015-06-15T11:53:00,FM-15,7,78
72365623049,2015-06-15T12:53:00,FM-15,7,80
72365623049,2015-06-15T13:17:00,FM-16,7,82
72365623049,2015-06-15T13:53:00,FM-15,7,77
72365623049,2015-06-15T14:10:00,FM-16,7,80
72365623049,2015-06-15T14:53:00,FM-15,7,79
72365623049,2015-06-15T15:53:00,FM-15,7,82
72365623049,2015-06-15T16:53:00,FM-15,7,79
72365623049,2015-06-15T17:53:00,FM-15,7,75
72365623049,2015-06-15T18:53:00,FM-15,7,74
72365623049,2015-06-15T19:53:00,FM-15,7,71
72365623049,2015-06-15T20:53:00,FM-15,7,68
72365623049,2015-06-15T21:53:00,FM-15,7,65
72365623049,2015-06-15T22:53:00,FM-15,7,65
72365623049,2015-06-15T23:53:00,FM-15,7,62
72365623049,2015-06-15T23:59:00,SOD  ,6,
72365623049,2015-06-16T00:53:00,FM-15,7,61
72365623049,2015-06-16T01:53:00,FM-15,7,61
72365623049,2015-06-16T02:53:00,FM-15,7,59
72365623049,2015-06-16T03:53:00,FM-15,7,59
72365623049,2015-06-16T04:53:00,FM-15,7,55
72365623049,2015-06-16T05:53:00,FM-15,7,58
72365623049,2015-06-16T06:53:00,FM-15,7,63
72365623049,2015-06-16T07:53:00,FM-15,7,66
72365623049,2015-06-16T08:53:00,FM-15,7,69
72365623049,2015-06-16T09:53:00,FM-15,7,73
72365623049,2015-06-16T10:53:00,FM-15,7,75
72365623049,2015-06-16T11:53:00,FM-15,7,80
72365623049,2015-06-16T12:53:00,FM-15,7,80
72365623049,2015-06-16T13:53:00,FM-15,7,79
72365623049,2015-06-16T14:53:00,FM-15,7,81
72365623049,2015-06-16T15:53:00,FM-15,7,82
72365623049,2015-06-16T16:53:00,FM-15,7,81
72365623049,2015-06-16T17:47:00,FM-16,7,81
72365623049,2015-06-16T17:53:00,FM-15,7,81
72365623049,2015-06-16T18:44:00,FM-16,7,71
72365623049,2015-06-16T18:53:00,FM-15,7,71
72365623049,2015-06-16T19:44:00,FM-16,7,69
72365623049,2015-06-16T19:53:00,FM-15,7,69
72365623049,2015-06-16T20:15:00,FM-16,7,67
72365623049,2015-06-16T20:40:00,FM-16,7,64
72365623049,2015-06-16T20:53:00,FM-15,7,64
72365623049,2015-06-16T21:26:00,FM-16,6,63
72365623049,2015-06-16T21:41:00,FM-16,6,62
72365623049,2015-06-16T21:53:00,FM-15,6,62
72365623049,2015-06-16T22:53:00,FM-15,6,61
72365623049,2015-06-16T23:53:00,FM-15,6,60
72365623049,2015-06-16T23:59:00,SOD  ,6,
72365623049,2015-06-17T00:53:00,FM-15,6,58
72365623049,2015-06-17T01:53:00,FM-15,6,55
72365623049,2015-06-17T02:53:00,FM-15,6,54
72365623049,2015-06-17T03:53:00,FM-15,7,53
72365623049,2015-06-17T04:53:00,FM-15,7,51
72365623049,2015-06-17T05:53:00,FM-15,7,56
72365623049,2015-06-17T06:53:00,FM-15,7,63
72365623049,2015-06-17T07:04:00,FM-16,7,64
72365623049,2015-06-17T07:53:00,FM-15,7,69
72365623049,2015-06-17T08:53:00,FM-15,7,74
72365623049,2015-06-17T09:53:00,FM-15,7,78
72365623049,2015-06-17T10:53:00,FM-15,7,81
72365623049,2015-06-17T11:53:00,FM-15,7,83
72365623049,2015-06-17T12:53:00,FM-15,7,79
72365623049,2015-06-17T13:05:00,FM-16,7,69
72365623049,2015-06-17T13:20:00,FM-16,7,
72365623049,2015-06-17T13:35:00,FM-16,7,66
72365623049,2015-06-17T13:53:00,FM-15,7,69
72365623049,2015-06-17T14:53:00,FM-15,7,82
72365623049,2015-06-17T15:40:00,FM-16,7,84
72365623049,2015-06-17T15:51:00,FM-16,6,84
72365623049,2015-06-17T15:53:00,FM-15,7,85
72365623049,2015-06-17T16:53:00,FM-15,7,85
72365623049,2015-06-17T17:53:00,FM-15,7,85
72365623049,2015-06-17T18:19:00,FM-16,7,82
72365623049,2015-06-17T18:34:00,FM-16,7,84
72365623049,2015-06-17T18:51:00,FM-16,6,82
72365623049,2015-06-17T18:53:00,FM-15,7,82
72365623049,2015-06-17T19:41:00,FM-16,7,76
72365623049,2015-06-17T19:53:00,FM-15,7,75
72365623049,2015-06-17T20:53:00,FM-15,7,71
72365623049,2015-06-17T21:53:00,FM-15,7,66
72365623049,2015-06-17T22:53:00,FM-15,7,64
72365623049,2015-06-17T23:53:00,FM-15,7,65
72365623049,2015-06-17T23:59:00,SOD  ,6,
72365623049,2015-06-18T00:53:00,FM-15,7,63
72365623049,2015-06-18T01:53:00,FM-15,7,62
72365623049,2015-06-18T02:53:00,FM-15,7,63
72365623049,2015-06-18T03:53:00,FM-15,7,59
72365623049,2015-06-18T04:53:00,FM-15,7,56
72365623049,2015-06-18T05:53:00,FM-15,7,60
72365623049,2015-06-18T06:53:00,FM-15,7,68
72365623049,2015-06-18T07:53:00,FM-15,7,73
72365623049,2015-06-18T08:53:00,FM-15,7,77
72365623049,2015-06-18T09:53:00,FM-15,7,79
72365623049,2015-06-18T10:53:00,FM-15,7,82
72365623049,2015-06-18T11:53:00,FM-15,7,85
72365623049,2015-06-18T12:53:00,FM-15,7,88
72365623049,2015-06-18T13:53:00,FM-15,7,89
72365623049,2015-06-18T14:53:00,FM-15,7,89
72365623049,2015-06-18T15:53:00,FM-15,7,85
72365623049,2015-06-18T16:16:00,FM-16,7,82
72365623049,2015-06-18T16:46:00,FM-16,7,81
72365623049,2015-06-18T16:53:00,FM-15,7,81
72365623049,2015-06-18T17:02:00,FM-16,7,81
72365623049,2015-06-18T17:13:00,FM-16,7,80
72365623049,2015-06-18T17:24:00,FM-16,7,82
72365623049,2015-06-18T17:53:00,FM-15,7,80
72365623049,2015-06-18T18:53:00,FM-15,7,81
72365623049,2015-06-18T19:53:00,FM-15,7,76
72365623049,2015-06-18T20:53:00,FM-15,7,70
72365623049,2015-06-18T21:53:00,FM-15,7,67
72365623049,2015-06-18T22:53:00,FM-15,7,69
72365623049,2015-06-18T23:53:00,FM-15,7,65
72365623049,2015-06-18T23:59:00,SOD  ,6,
72365623049,2015-06-19T00:53:00,FM-15,7,63
72365623049,2015-06-19T01:53:00,FM-15,7,63
72365623049,2015-06-19T02:53:00,FM-15,7,63
72365623049,2015-06-19T03:53:00,FM-15,7,59
72365623049,2015-06-19T04:53:00,FM-15,7,57
72365623049,2015-06-19T05:53:00,FM-15,7,58
72365623049,2015-06-19T06:53:00,FM-15,7,65
72365623049,2015-06-19T07:53:00,FM-15,7,70
72365623049,2015-06-19T08:53:00,FM-15,7,74
72365623049,2015-06-19T09:53:00,FM-15,7,78
72365623049,2015-06-19T10:53:00,FM-15,7,81
72365623049,2015-06-19T11:53:00,FM-15,7,84
72365623049,2015-06-19T12:53:00,FM-15,7,86
72365623049,2015-06-19T13:53:00,FM-15,7,87
72365623049,2015-06-19T14:21:00,FM-16,7,84
72365623049,2015-06-19T14:53:00,FM-15,7,86
72365623049,2015-06-19T15:53:00,FM-15,7,85
72365623049,2015-06-19T16:53:00,FM-15,7,85
72365623049,2015-06-19T17:53:00,FM-15,7,86
72365623049,2015-06-19T18:53:00,FM-15,7,83
72365623049,2015-06-19T19:53:00,FM-15,7,76
72365623049,2015-06-19T20:53:00,FM-15,7,73
72365623049,2015-06-19T21:53:00,FM-15,7,71
72365623049,2015-06-19T22:53:00,FM-15,7,69
72365623049,2015-06-19T23:53:00,FM-15,7,67
72365623049,2015-06-19T23:59:00,SOD  ,6,
72365623049,2015-06-20T00:53:00,FM-15,7,65
72365623049,2015-06-20T01:53:00,FM-15,7,62
72365623049,2015-06-20T02:53:00,FM-15,7,58
72365623049,2015-06-20T03:53:00,FM-15,7,56
72365623049,2015-06-20T04:53:00,FM-15,7,58
72365623049,2015-06-20T05:53:00,FM-15,7,60
72365623049,2015-06-20T06:53:00,FM-15,7,72
72365623049,2015-06-20T07:53:00,FM-15,7,77
72365623049,2015-06-20T08:53:00,FM-15,7,79
72365623049,2015-06-20T09:53:00,FM-15,7,84
72365623049,2015-06-20T10:53:00,FM-15,7,87
72365623049,2015-06-20T11:53:00,FM-15,7,89
72365623049,2015-06-20T12:53:00,FM-15,7,91
72365623049,2015-06-20T13:53:00,FM-15,7,93
72365623049,2015-06-20T14:53:00,FM-15,7,91
72365623049,2015-06-20T15:53:00,FM-15,7,93
72365623049,2015-06-20T16:53:00,FM-15,7,93
72365623049,2015-06-20T17:53:00,FM-15,7,91
72365623049,2015-06-20T18:53:00,FM-15,7,88
72365623049,2015-06-20T19:53:00,FM-15,7,83
72365623049,2015-06-20T20:53:00,FM-15,6,81
72365623049,2015-06-20T21:53:00,FM-15,6,78
72365623049,2015-06-20T22:53:00,FM-15,7,74
72365623049,2015-06-20T23:53:00,FM-15,7,70
72365623049,2015-06-20T23:59:00,SOD  ,6,
72365623049,2015-06-21T00:53:00,FM-15,7,67
72365623049,2015-06-21T01:53:00,FM-15,7,64
72365623049,2015-06-21T02:53:00,FM-15,7,65
72365623049,2015-06-21T03:53:00,FM-15,7,64
72365623049,2015-06-21T04:53:00,FM-15,7,63
72365623049,2015-06-21T05:53:00,FM-15,7,65
72365623049,2015-06-21T06:53:00,FM-15,7,71
72365623049,2015-06-21T07:53:00,FM-15,7,77
72365623049,2015-06-21T08:53:00,FM-15,7,81
72365623049,2015-06-21T09:53:00,FM-15,7,86
72365623049,2015-06-21T10:53:00,FM-15,7,91
72365623049,2015-06-21T11:53:00,FM-15,7,92
72365623049,2015-06-21T12:53:00,FM-15,7,93
72365623049,2015-06-21T13:53:00,FM-15,7,96
72365623049,2015-06-21T14:53:00,FM-15,7,96
72365623049,2015-06-21T15:53:00,FM-15,7,96
72365623049,2015-06-21T16:53:00,FM-15,7,96
72365623049,2015-06-21T17:53:00,FM-15,7,94
72365623049,2015-06-21T18:53:00,FM-15,7,89
72365623049,2015-06-21T19:53:00,FM-15,7,81
72365623049,2015-06-21T20:53:00,FM-15,7,81
72365623049,2015-06-21T21:53:00,FM-15,7,80
72365623049,2015-06-21T22:53:00,FM-15,7,78
72365623049,2015-06-21T23:53:00,FM-15,7,75
72365623049,2015-06-21T23:59:00,SOD  ,6,
72365623049,2015-06-22T00:53:00,FM-15,7,74
72365623049,2015-06-22T01:53:00,FM-15,7,71
72365623049,2015-06-22T02:53:00,FM-15,7,64
72365623049,2015-06-22T03:53:00,FM-15,7,62
72365623049,2015-06-22T04:53:00,FM-15,7,60
72365623049,2015-06-22T05:53:00,FM-15,7,64
72365623049,2015-06-22T06:53:00,FM-15,7,75
72365623049,2015-06-22T07:53:00,FM-15,7,79
72365623049,2015-06-22T08:53:00,FM-15,7,84
72365623049,2015-06-22T09:53:00,FM-15,7,90
72365623049,2015-06-22T10:53:00,FM-15,7,93
72365623049,2015-06-22T11:53:00,FM-15,7,94
72365623049,2015-06-22T12:53:00,FM-15,7,96
72365623049,2015-06-22T13:53:00,FM-15,7,96
72365623049,2015-06-22T14:53:00,FM-15,7,96
72365623049,2015-06-22T15:53:00,FM-15,7,97
72365623049,2015-06-22T16:53:00,FM-15,7,94
72365623049,2015-06-22T17:53:00,FM-15,7,93
72365623049,2015-06-22T18:53:00,FM-15,7,87
72365623049,2015-06-22T19:53:00,FM-15,7,83
72365623049,2015-06-22T20:53:00,FM-15,7,81
72365623049,2015-06-22T21:53:00,FM-15,7,79
72365623049,2015-06-22T22:53:00,FM-15,7,76
72365623049,2015-06-22T23:53:00,FM-15,7,73
72365623049,2015-06-22T23:59:00,SOD  ,6,
72365623049,2015-06-23T00:53:00,FM-15,7,70
